database,split,wav_path,duration,text,speaker,sex,emotion,lang
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_happy_493.wav,5.944,그는 역사상에 이름을 남기고 세계를 바꾸고 싶다는 야망을 불태웠다.,ketts2-30f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_378.wav,12.24,그 말은 쉽게 말해 노조원들이 인사권에 개입하고 사장임명에 반대하는 행동을 계속하는한 그만둘 수 없다는 뜻이었다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_angry_404.wav,2.972,합당이니 뭐니 얘기 안했습니다.,ketts2-30f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_163.wav,8.487,이왕 만나서 수교얘기를 하기로 한 이상 가능한 한 빠른 시일내에 수교의정서가 교환될 수 있도록 하겠습니다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_299.wav,5.944,일본 방송은 한국 방송보다 자극적이고 야한 편이다.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_284.wav,5.94,젊을 때 술을 너무 많이 마셨더니 몸이 망가져서 후회하고 있다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_388.wav,5.211,현재 수배상태라 창립준비작업에 어려움이 클텐데.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_164.wav,3.715,그런 의견들도 큰 흐름 속에 수용될 것입니다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_005.wav,5.582000000000002,그렇게 먹다가는 금방 돼지가 되고 말 걸.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_372.wav,11.451,노 대통령과는 그 동안 잘 모르는 사이였으나 여러 차례 대화해 보니 대단히 성실하고 솔직하며 능력 있는 사람이라고 생각하게 됐다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_104.wav,7.308,성수는 공부에 너무 몰두한 나머지 내가 말을 걸어도 알아차리지 못했다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_169.wav,5.01,일본 경찰의 범인 검거율은 다른 나라에 비해 높다고 한다.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_051.wav,7.775,소화기관이 깨끗해지면 영양의 흡수가 좋아지기 때문에 소량의 음식으로도 충분히 만족할 수 있게 된다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_angry_286.wav,7.85,쿠웨이트시를 출발해 한시간쯤후 국경부근의 사막지대에 들어섰다.,ketts2-40m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_033.wav,5.2010000000000005,동생이랑 오목을 두면 항상 내가 이겨서 재미가 없다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_315.wav,6.6960000000000015,밭을 매는 것보다 아이를 보는 것이 더 어려운 일이다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_386.wav,10.403,현대그룹이 국민경제에 끼치는 영향과 현대중공업의 공권력투입이 사회불안 요인으로 작용하고 있는데.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_surprised_101.wav,5.669,축구는 열한명의 선수들이 연계하여 서로 도우며 하는 스포츠이다.,ketts2-60f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_neutral_206.wav,6.296,백설공주는 독사과를 먹고 그만 쓰러져버렸다.,ketts2-60f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_disgusted_430.wav,5.5120000000000005,이 가게에는 아기자기하고 독특한 패션 아이템이 많다.,ketts2-60f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_017.wav,4.12,그는 미국인인데도 한국말을 아주 잘 한다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_257.wav,4.138,네가 어질러 놓은 장난감은 네가 치워.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_045.wav,6.687,하나의 모델로 시작했다가 그 모델을 사회의 이익에 따라 바꿀 수도 있는 것이다.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_389.wav,10.156,그러니 전국 도처에 산재한 문화재 도굴과 도난을 방지한다는 것은 오히려 부차적일 수밖에 없다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_168.wav,6.5070000000000014,언제부턴가 수면제를 안 먹으면 진정이 안 되어 잠들지 못하게 되었다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_152.wav,5.2010000000000005,셋째 국민을 설득시키기 위한 여야의 협력체제가 이루어져야 한다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_015.wav,6.681,선생님은 평소엔 온화하지만 한번 화를 내면 너무 무섭다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_395.wav,4.458,반면에 야당 또한 합리성을 최대한 견지해 줄 것을 당부한다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_neutral_245.wav,3.715,그는 십년동안 모은 돈을 전부 도박으로 날려버렸다.,ketts2-30f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_106.wav,7.61,미국에서의 한국학연구는 미시건대에 본부를 두고 있는 아시아연구협의회를 중심으로 이뤄지고 있습니다.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_089.wav,4.458,옆 사람이 말할 때 끼어드는 버릇좀 고쳐.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_angry_320.wav,3.844,앞서 말한 양국간의 조그만 의견차이는 무언가.,ketts2-40m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_345.wav,4.458,떨어지는 낙엽을 바라보고 있자니 쓸쓸한 기분이 들었다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_399.wav,11.146,이견이 있을 것이라고 예상들을 한 모양이구먼 셋이 앉아 장시간 다듬은 문장이고 아무 이의가 없었다.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_011.wav,3.91,오래 서서 일했더니 발에 굳은살이 생겼다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_363.wav,3.91,그녀는 미술 공부를 위해 파리로 유학을 갔다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_fearful_029.wav,9.816,뉴욕으로부터 뜻밖의 편지가 한 통 날아왔다.,ketts2-50f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_410.wav,6.744,근시는 가까운 것은 잘 보이지만 먼 것은 잘 보이지 않는 것을 말한다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_102.wav,4.315,보안사의 기구를 축소하겠다는 말인가.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_disgusted_087.wav,5.448,곰곰이 생각한 끝에 해외에 나가지 않기로 했다.,ketts2-50f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_fearful_101.wav,7.608,축구는 열한명의 선수들이 연계하여 서로 도우며 하는 스포츠이다.,ketts2-50f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_284.wav,8.712,젊을 때 술을 너무 많이 마셨더니 몸이 망가져서 후회하고 있다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_306.wav,11.424,나는 이미 당인이 아니기 때문에 관계 없으며 민주국가에서 통치권자라고 강압할 수 없는 것 아닌가.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_disgusted_214.wav,3.579,그녀는 항상 슬픈 얼굴을 하고 있다.,ketts2-60f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_268.wav,5.773,누가 나가라고 하지 않아도 나갈 때가 되면 나 스스로 나갈 것이다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_disgusted_252.wav,6.965,의사의 성의없고 형식적인 진료 태도에 나는 몹시 화가 났다.,ketts2-20m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_disgusted_067.wav,5.064,친구들이 내 생일날 깜짝파티를 해주었다.,ketts2-50f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_015.wav,5.75,선생님은 평소엔 온화하지만 한번 화를 내면 너무 무섭다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_255.wav,5.224,이런 야한 속옷을 선물로 주다니 부끄러워서 난 못 입어.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_143.wav,6.474,아침에 커피 한잔을 마시지 않으면 머리가 잘 돌아가지 않는다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_angry_069.wav,5.807,나는 수업 중에 책을 읽는 척 하면서 고개를 숙이고 잤다.,ketts2-40m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_126.wav,4.493,박원순 시장 엄마들 눈물 닦아줄 수 있을까.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_332.wav,10.536,나는 어머니의 젊은 시절 사진을 바라보며 지금과 너무 다른 모습에 눈을 떼지 못했다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_316.wav,5.944,현재도 우리는 순수 학문의 대상으로 한국학을 연구합니다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_disgusted_261.wav,6.818,여기다 이번에 선정된 각 그룹별 주력기업들은 재무구조가 아주 나쁘다.,ketts2-60f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_075.wav,4.12,여자가 허리를 구부리고 새에게 먹이를 주고 있다.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_fearful_184.wav,7.43,이 소설의 치밀한 스토리 전개와 독특한 구성은 누구도 흉내낼 수 없을만큼 훌륭하다.,ketts2-30f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_125.wav,6.2170000000000005,부모님의 체면 때문에 할 수 없이 마지못해 선을 나갔다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_066.wav,10.445,전노협의 운동방향은 긍정적인 면도 있으나 노동운동세력은 한데 모아져야 사용자와의 대결에서 유리한 위치를 점할 수 있다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_145.wav,5.3279999999999985,빵 냄새를 맡으면 어쩐지 어린 시절이 떠오른다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_295.wav,7.529,플리즈라는 단어는 무뚝뚝하고 격식없는 문장을 듣기 좋고 사려깊은 문장으로 바꾸어준다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_374.wav,4.3439999999999985,박장관이 그 같은 발언을 하게 된 이유가 뭐라고 보는가.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_fearful_154.wav,3.87,나는 친구와 목욕탕에 가는 것이 좀 쑥스럽다.,ketts2-50m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_sad_456.wav,11.572,한 소 국교수립 이후 우리의 생산기술을 배우기 위해 방한하는 소련기술진들의 발길이 잦아지고 있다.,ketts2-60f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_482.wav,8.981,배고픔을 이기지 못해 인가를 찾아내려 오는 산짐승들을 따뜻이 보살펴주는 것은 사람으로서의 도리일 것입니다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_fearful_292.wav,5.956,집 없는 사람들은 정부로부터 더 많은 지원을 필요로 한다.,ketts2-60f,w,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_surprised_050.wav,7.246,드골과 회담을 잘하려면 프랑스 말을 잘해야 한다고 믿은 탓이었다.,ketts2-40m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_104.wav,8.213,성수는 공부에 너무 몰두한 나머지 내가 말을 걸어도 알아차리지 못했다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_surprised_206.wav,3.715,백설공주는 독사과를 먹고 그만 쓰러져버렸다.,ketts2-30f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_234.wav,4.51,옆 사람의 암내 때문에 견딜 수가 없다.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_237.wav,4.572,소원을 들어주는 요술램프가 있었으면 좋겠다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_angry_459.wav,6.687,속편 영화는 전작의 기대치를 만족시키면서 새로운 관객까지 공략해야 한다.,ketts2-30f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_disgusted_098.wav,5.5120000000000005,무엇이든 가장 보편적인 것이 사람들에게 사랑받는 법이다.,ketts2-60f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_neutral_375.wav,8.229,결국 부동산시세기사를 다루면서도 이 보도가 어떤 영향을 끼치게 될 까를 생각하며 조마조마해하기도 한다.,ketts2-20m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_436.wav,7.91,그러나 부인과 딸및 갓백일이 지난 아들을 볼 때 쿠웨이트를 빠져 나오기로 생각할 수밖에 없었다.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_neutral_407.wav,4.41,어젯밤 심한 위경련으로 응급실에 실려갔다.,ketts2-50m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_406.wav,3.614,누구를 탓하고 싶지는 않습니다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_angry_120.wav,2.61,아무튼 고마운 일이지요.,ketts2-50m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_076.wav,6.456,쉬어가면서 처리하지 말고 불이 붙었을 때 단숨에 밀어붙여야겠다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_181.wav,4.458,환경을 위해 쓰레기 분리를 확실히 하도록 합시다.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_469.wav,4.3439999999999985,그는 쓸모 없는 고양이를 갈아치우기로 했다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_389.wav,8.491,그러니 전국 도처에 산재한 문화재 도굴과 도난을 방지한다는 것은 오히려 부차적일 수밖에 없다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_089.wav,3.715,옆 사람이 말할 때 끼어드는 버릇좀 고쳐.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_sad_427.wav,5.973,나는 시나리오를 쓸 때면 라디오 헤드의 노래를 듣는다.,ketts2-40m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_205.wav,4.008,그의 마음을 얻으려면 어떻게 하면 될까.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_405.wav,4.11,나는 슬픈 드라마나 영화를 봐도 잘 울지 않는다.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_247.wav,4.506,인도네시아의 숲이 황폐화되면 기상에 악영향을 준다.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_430.wav,4.598,이 가게에는 아기자기하고 독특한 패션 아이템이 많다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_angry_425.wav,3.715,어젯밤에 귀신이 나오는 무서운 꿈을 꾸었다.,ketts2-30f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_218.wav,6.0070000000000014,팔십년을 기점으로 전체지원액은 오히려 감소하고 있으니까요.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_happy_450.wav,5.71,어제 하루종일 이삿짐을 날랐더니 팔다리가 쑤셔서 견딜 수가 없다.,ketts2-50m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_happy_088.wav,7.314,사고로 인해 열차 운행 시각이 모조리 바뀌어 승객들의 혼란을 빚었다.,ketts2-60f,w,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_disgusted_169.wav,5.613,일본 경찰의 범인 검거율은 다른 나라에 비해 높다고 한다.,ketts2-40m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_neutral_263.wav,9.7,그러나 봉투 속에는 뜻밖에도 오십만원짜리 자기앞수표 한 장과 함께 촛불바구니가 그려진 성탄절카드가 들어 있었다.,ketts2-50m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_042.wav,5.206,이 주변은 미군 기지가 많아서 미국인 거리로 불리운다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_sad_054.wav,5.7,그는 전철 안에서 다리를 꼰 채로 신문을 읽고 있다.,ketts2-50m,m,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_sad_287.wav,5.2010000000000005,바보 같은 상사때문에 업무가 잘 진척되지 않는다.,ketts2-30f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_481.wav,5.0939999999999985,십년간 연구한 끝에 노벨상을 받아 보람을 느꼈다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_013.wav,4.838,함부로 길에 쓰레기를 버리는 사람이라면 인성을 알만 하다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_disgusted_335.wav,4.6,등소평시대에 와서 개혁 개방이 시작되었다.,ketts2-50m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_disgusted_090.wav,5.2010000000000005,예전에는 주로 속독으로 책을 읽었으나 요새는 정독으로 읽는다.,ketts2-30f,w,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_251.wav,8.516,건전한 보수세력이 대동단합하는 방향으로 개편하자는 데 생각을 같이했다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_sad_494.wav,5.6160000000000005,고양이 소리만 들어도 모두 벌벌 떨었다.,ketts2-60f,w,sad,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_neutral_491.wav,5.744,나는 선생님의 질문에 자신 있게 척척 대답했다.,ketts2-40m,m,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_angry_354.wav,5.404,나는 정도를 걸으면서 양국은 하나라는 생각을 응원한다.,ketts2-20m,m,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_271.wav,5.353,여자친구가 너무 자주 삐져서 피곤하다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-30f_angry_392.wav,3.715,불행히도 코끼리는 더 이상 지구상에 별로 남아있지 않다.,ketts2-30f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_happy_145.wav,4.474,빵 냄새를 맡으면 어쩐지 어린 시절이 떠오른다.,ketts2-20m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_111.wav,3.624,이 회사는 오십년 전에 창립되었다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_disgusted_202.wav,7.184,학생들이 뒤에서 별명을 부르는 것을 듣고 교사는 몹시 불쾌해했다.,ketts2-20m,m,disgusted,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_043.wav,4.977,여름에 운전하는 데에는 선글라스가 필수품이죠.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_fearful_056.wav,6.329,그는 사람을 죽이고도 죄책감이 없는 냉혈한이다.,ketts2-40m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_fearful_219.wav,11.713,집단이기주의를 박차고 미래를 지향하는 젊은이로서 장래 국가의 교육을 짊어진다는 의연한 자세를 가져야 한다.,ketts2-20m,m,fearful,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_021.wav,14.015999999999998,역사적인 독일통일의 공식선언을 이틀 앞둔 구월 삼십일 밤 동베를린 샤우스필하우스에서는 뜻깊은 음악회가 열렸다.,ketts2-50f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_121.wav,12.624,주요 간선도로에 쌓인 눈을 녹이는 데 쓰인 염화칼슘만도 예년의 연간소비량 칠백 오십톤의 세배가 되는 이천 이백 오십톤을 썼습니다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_surprised_061.wav,10.944,남쪽에서 사천명 북쪽에서 이천명 등 육천명이 한마음으로 남북한을 응원하자는데는 이견이 없습니다.,ketts2-50f,w,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-60f_angry_404.wav,2.847,합당이니 뭐니 얘기 안했습니다.,ketts2-60f,w,angry,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_neutral_158.wav,5.146,외국인들이 가장 좋아하는 한국 음식은 불고기다.,ketts2-50f,w,neutral,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50m_surprised_415.wav,3.6,그는 핵실험을 반대하는 운동을 펼쳤다.,ketts2-50m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-20m_surprised_002.wav,4.674,엄마 절 낳아주셔서 감사해요.,ketts2-20m,m,surprised,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-40m_happy_436.wav,7.9129999999999985,그러나 부인과 딸및 갓백일이 지난 아들을 볼 때 쿠웨이트를 빠져 나오기로 생각할 수밖에 없었다.,ketts2-40m,m,happy,ko
ketts2,train,/data2/sungjaecho/data_tts/KETTS2/KETTS2/wav/ketts2-50f_angry_411.wav,4.632,나는 매 년 잊지 않고 정기검진을 받는다.,ketts2-50f,w,angry,ko
